accident_id,source,source_id,date,latitude,longitude,state,location_name,route_name,route_grade,accident_type,activity,severity,fatalities,injuries,description
1190,avalanche,ec970428-7db0-4c2d-a329-4de5c71b3526,2011-01-29,38.9998517,-106.0010889,CO,"Uneva Peak, Vail Pass",,,avalanche,backcountry_skiing,serious,0,2,"Skier 1 went first, and descended the slope without incident. Rider 2 went and met Skier 1 at the decided ""safe"" spot well out into flat terrain. The third person (Rider 3-snowboarder)took a few turns and came out below the rock bands onto the open 'apron'. As Rider 3 made one more turn, they heard a whumph and looked up slope and saw no slide, they then looked back down slope and that is when the slab fractured. The fracture ran into both adjacent slopes producing avalanches to bot the north and south of the slope they were descending. Rider 3 was pushed forward down into the snow and carried under the snow. Rider 3 immediately made an air pocket with her arms and when the air pocket filled with snow she resorted to swimming to try and reach the surface. Rider 3 quickly reached the surface as the avalanche slowed and then stopped. Rider 3 ended up laying horizontally, facing down slope with only their legs and feet buried in the snow."
1191,avalanche,d626177b-ca34-4755-a034-9d64a94b2ca7,2011-01-27,37.9519937,-107.6657156,CO,Cement Fill,,,avalanche,backcountry_skiing,minor,0,1,"Rider 1 reports that he went under the flow of the debris, but ended up on top. He was carried approximately 800' by the slide. Rider 1 sustained life threatening injuries in the accident. Quick thinking, quick extrication and a location that had cell reception and close accessibility to the highway all contributed to a fast self-rescue."
1192,avalanche,085585a5-837a-4747-93f8-c5fcba5e4caa,2011-01-23,39.1902179,-106.9497349,CO,"West Willow drainage, Snowmass sidecountry",,,avalanche,backcountry_skiing,serious,0,2,"A solo backcountry skier triggered a soft slab avalanche in the West Willow drainage just outside the boundaries of the Snowmass Ski area. He was caught and fully buried in the avalanche. Another party in the area spotted the fresh avalanche and a moment later noticed this buried skier ""pop up"" out of the debris."
1193,avalanche,d3ce9ad3-1b8c-45bb-9839-962d06348038,2011-01-17,39.8014228,-105.770952,CO,"""High Trail Cliffs,"" northeast of Berthoud Pass",,,avalanche,backcountry_skiing,fatal,1,1,Rider 2 was buried face down and head pointed downhill. His head was under about 18 inches of avalanche debris. His dog was buried next to him. It appeared that Rider 2 took a diagonal descent when the avalanche started. He was caught and buried at the toe edge of the debris and may have been very close to outrunning the avalanche.
1194,avalanche,f4fdab28-55b7-422e-9d39-69eac01146c1,2011-01-17,39.537,-106.144,CO,Officer's Gulch,,,avalanche,ice_climbing,minor,0,1,"While toproping The Shroud ice climb, an avalanche from above the climb flowed through the area.  The climber on the ice at the time was generally protected just below the top of the ice flow and the avalanche ran over him.  The belayer was not anchored in and was swept from his stance at the belay station.  The belayer was unable to hold the break on the belay device and slid approximately 30 feet down the rope where a knot stopped him from being carried away by the avalanche and releasing the climber above.  The snow flowed over the climber and pummelled the belayer for approximately 10 seconds and then continued past the climbers.  Neither party was injured or buried as the two climbers held each others weight at the end of the rope through the secure toprope anchor.  The slide reached the bike/ski/snowshoe path at the base of the slope approximately 400 to 500 feet below."
1195,avalanche,b5aafa98-2c82-4fcc-9f98-313169ba53ab,2011-01-15,37.9048961,-107.7089068,CO,"Above Cemetery avalanche path, Red Mountain Pass, North San Juans",,,avalanche,backcountry_skiing,serious,0,2,"[A party of four] started the tour from Red Mountain Pass. [They toured to the summit ridge. From there they] sought out a low-angle gully to make it down to the trees [Above Cemetery avalanche path.] Descending off the ridge, we were regrouping and incrementing our way down. I was in the lead and threading my way down a shallow and snaky gully that the wind had scoured...I was trying to skirt a large rollover to our right that tightened my sphincter a bit.<br><br>As I stopped, I heard the others shouting my name. Looking up, I saw what looked like someone sitting in the snow. It was [Rider 2, on a splitboard,] sitting in the snow...up to her knees in avalanche debris. She rode a few feet out of the gully and onto the rollover, which immediately released. [Riders 3 and 4] were off to side and above her, out of the avalanche. [Rider 2] had to dig herself out and was thankfully unharmed.<br><br>The slope we were descending was probably 20-25 deg, but the small rollover to the right of our gully was probably in the low to mid 30s. As the avalanche forecast had mentioned and we empirically got to verify, â€œpocketsâ€ of instability did still remain above treeline, due to NW wind loading from the previous storm. The slope above the rollover had been wind scoured nearly to the grass/ground."
1196,avalanche,e634bb39-6d3c-4180-81af-b4fba666368a,2011-01-09,37.0,-119.0,CA,"Lee Vining Canyon, CA.  2nd chute skiers left of V-bowl",,,avalanche,backcountry_skiing,serious,0,2,
1197,avalanche,1e9e2a57-a158-4191-b3c1-3713cc6d07e5,2011-01-08,39.1365443,-106.8731846,CO,"Maroon Bowl, Highlands Ridge",,,avalanche,backcountry_skiing,serious,0,2,
1198,avalanche,ac18e344-9310-4505-b2f2-e1e71f880edb,2011-01-08,48.2464,-113.824,MT,Near Hungry Horse Reservoir,,,avalanche,snowmobiling,fatal,1,5,
1199,avalanche,d20e1715-edf8-4082-9f2d-3620de295f83,2011-01-07,38.84412,-106.3139,CO,Mt. Yale,,,avalanche,backcountry_skiing,minor,0,1,"One or two turns on to the slab I saw a fracture down-slope from me, and immediately tried to dig in with my edges and pole grips. The slide knocked me off my feet, so I was sitting on top of the slab at the top of the slide. A few seconds later it stopped."
1200,avalanche,bcc2ba4b-676b-441f-9e92-8eeacb957689,2010-12-29,47.27733,-116.1891,ID,20 miles northeast of Calder,,,avalanche,snowmobiling,fatal,1,1,
1201,avalanche,dbf80dac-d5af-4972-9bd9-989475f2301b,2010-12-26,37.24,-118.57,CA,"4 Jeffrey's campground below Bardini Canyon, Inyo County, California",,,avalanche,backcountry_skiing,near_miss,0,0,"Skier reported the following. ""I attempted to ski cut this slope from the top. Body weight alone triggered a slab 12 inches deep, propagating ~100 ft across the top of the slope and running for 200-300 ft."" Skier was not caught in the avalanche."
1202,avalanche,08fac444-f43a-49cf-a6fb-cec41ed18b6a,2010-12-20,39.0,-107.0,CO,Marble Peak,,,avalanche,backcountry_skiing,serious,0,2,"On Monday December 20th, a solo backcountry skier triggered a soft slab avalanche on a north aspect of Marble Peak, in the Yule Creek valley. The avalanche was triggered from low on the slope. The crown was located at around 11,200 ft and estimated to be 20 inches deep. It ran about 100 yards down the slope.

The skier was partially buried with his skis about three feet below the surface. He was able to dig himself out and and skin back to the ridge."
1203,avalanche,2a901445-2683-4269-b0da-a875f1d13d11,2010-12-12,39.79615,-105.87226,CO,"Near Jones Pass, Front Range",,,avalanche,snowmobiling,serious,0,2,"<p>The rider was moving very slowly on low angle terrain when he saw the cracks. He ""pulled into [the] rocks, thought I was out of path and would watch it go by.""</p>

<p>The rider was hit by a ""freightliner"" of snow from above. He was instantly buried. He triggered his airbag and ""floated to the surface as I heard the bag inflate."" He was able to swim to the edge of the avalanche, and came to a stop after about 100 feet, partly buried under 6 to 18 inches of snow. ""Below me was a [rocky area] that would have destroyed me, period.""</p>

<p>The avalanche continued over the rocks and to the valley bottom. There were ""car...sized blocks"" left in the starting zone, and debris piles deeper than the party's 3 m probes. The rider's sled was buried and found the following day.</p>"
1204,avalanche,f2a8d097-d44d-41de-808f-0d46c609bbd6,2010-12-11,37.874,-107.56473,CO,"Peak 13,419 near Eureka, North San Juans",,,avalanche,ice_climbing,serious,0,4,"Climber 1 was in the lead. He triggered a shallow avalanche. The crown broke a few feet above him, and was less than a foot deep. Climbers 2 and 3 were about 25 feet below, dusted by debris, but sheltered from the full force by rocks. Climber 4 was about 150 feet below. He was caught and buried to his waist."
1205,avalanche,b7b52ee5-30bc-4be0-9120-6c358beab137,2010-12-08,44.4322,-113.3164,ID,"Gilmore East Peak - Meadow Lake, Lemhi Range",,,avalanche,backcountry_skiing,minor,0,3,Summary available at: http://nopiste.blogspot.com/2010/12/voice-from-within.html
1206,avalanche,766e3ed6-ff9a-42ba-8e4f-e05aae35ffca,2010-12-05,39.7026,-105.89682,CO,Dry Gulch-East of Eisenhower Tunnel,,,avalanche,backcountry_skiing,fatal,1,3,"<p>Subject 2 was caught in the slide and quickly lost site of his friend and also tried to escape further into the treed ridge to the west, but did not make it before being swept up in the debris. Subject 2 quickly lost both skis (AT set-up) and began to tumble down slope with the slab. At some point Subject 2 found himself under the snow with his head uphill. He had an Avalung which was partially in his mouth when he came to. He had a small air pocket and was able to move an arm and begin digging his way out of the debris. Subject 2 did not know if he was completely buried, as he was somewhat dazed after being swept through multiple small Sub-alpine fir and Engleman spruce saplings. Upon escaping the debris Subject 2 called for Subject 1 with no response, and not knowing whether Subject 1 was above or below began a beacon search uphill first.</p>"
1207,avalanche,fbf9429e-33fc-4c7d-827c-ca18b61f462a,2010-12-04,48.0,-121.0,WA,"Morning Star Peak, north central Washington Cascades",,,avalanche,ice_climbing,fatal,1,1,"A solo climber left the trailhead (with dog) on 12/4/10 (Saturday morning) intending to climb the SE ridge of Morning Star Peak.  Night prior to the climb was cold and clear.  Saturday was sunny and warmer.  The climber was off route and traveled up the mountain on a westerly direction north of the intended route.  Subject climbed up a ridge with a prominent gulley on climbers left.
The climber was reported overdue late Sunday morning.  Everett Mountain Rescue was paged out and responded.  Ground teams entered the field at dusk on Sunday.  Helicopter located tracks going up the mountain ending in a cliff band around the 3500 ft elevation level. Ground teams located tracks and followed same to the cliff band.  The tracks went into the gulley.  No tracks seen in gulley or elsewhere.  Small avalanches and rock falls heard in the valley and icefall observed into the gulley.  Helicopter searched gulley and adjacent slopes.  Ground teams searched ridge to north of gulley with voice, whistle, transceivers. Ground teams evacuated Sunday evening as area deemed unsafe for travel in the dark.  Ground teams inserted again early on Monday, followed tracks to last seen area and entered the gulley.  Obvious signs of an avalanche in the steep, confined gulley.  Voice, whistle, spot probed, and transceiver searched gulley.  2  K9  teams searching.  Subject located by ground team visual, and found dead mid-day on 12/6/2010 at 3100 ft elevation on skiers left side of gulley.  Subjectâ€™s dog located alive on surface 10 feet from subject.  Subject partially buried."
